"","产品简称","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12"
"4495","千波5号",-4.0634,0.5946,-1.2884,-7.8295,-12.884,-7.6313,-12.5867,-9.217,-7.5322,-10.5055,-13.6769,-14.4698
"4675","千波6号",-5.2376,-1.3579,-2.2308,-8.2444,-14.355,-7.5655,-9.3113,-7.2745,-6.7895,-12.0272,-15.0339,-15.8099
"1043","千波小盘1号",1.1159,6.781,4.1201,0.0858,-8.0687,-3.691,-5.1503,1.3734,4.5494,-1.7167,-6.4377,-8.927
"82","千帆二期",7.191,11.0112,11.573,16.5169,21.9101,31.6854,28.764,32.6966,42.3596,61.236,65.2809,72.5843
"3465","千合紫荆1号",-1.407,6.6093,8.7568,11.5431,11.6171,15.8197,31.3431,38.73,48.7457,51.8097,57.9284,44.9042
"4174","千象10期",-2.8991,-2.8101,-1.0938,-0.2045,0.8448,0.2579,4.1618,8.7683,10.7692,7.5411,8.1814,5.896
"3522","千象全景3号",-1.5034,-1.0753,-0.1593,0.7268,0.8662,0.4182,2.4691,6.2326,8.3035,5.9298,6.1984,3.2932
"3309","千象全景5号",-1.1846,-0.9112,-0.1721,1.0428,0.891,0.0101,2.9766,5.366,7.1479,4.6573,4.5864,1.1643
"2919","千竹一号",-0.6466,1.6164,-2.9095,-4.9569,-10.3448,-4.3103,14.3319,7.6509,-1.4009,-13.1466,-17.7802,-21.7672
"4552","谦石1期",-4.3824,-5.0167,-4.4516,-2.6525,-6.8274,-3.8289,-3.3099,0.046,3.6326,9.1452,15.2,21.6007
"4353","谦石2号",-3.4969,-4.0618,-3.4196,-2.474,-6.6012,-4.3711,-2.8784,0.0297,4.5198,8.207,15.6527,21.802
"3622","前海创赢1号",-1.6667,13.3333,20.8333,2.5,-19.5,-11.75,-9.3333,-10.5,-12.5,-19.5,-28,-31.1667
"2335","前海浑元五号",-0.1046,3.0334,2.8242,-2.0921,-0.1047,-10.1466,-10.5649,-6.0671,-8.4729,-0.3138,3.7657,4.8117
"849","前海一线对冲",1.5715,6.8992,7.2058,6.5159,5.7493,7.0525,9.3139,10.1188,10.1955,14.3733,14.7566,14.9099
"1416","钱塘1号",0.5869,4.5775,4.9296,2.23,-7.1596,-5.5164,-4.8122,1.0563,3.0516,-0.8216,-2.6995,-3.9906
"1311","乾道慧鑫1号",0.72,7.7,12.35,19.04,13.13,8.01,18.99,26.21,26,22.19,21.03,21.4
"2264","乾丰21号",-0.07,1.94,3.64,0.45,-1.86,0.44,2.62,5.58,6.37,9.85,9.931,11.5132
"556","乾和资产纵横一号",2.4794,7.1723,5.3363,4.7958,0.0944,21.1908,34.523,40.2196,41.0604,39.2673,16.6352,12.0539
"1577","乾立亨趋势策略1号",0.4204,1.7146,1.0881,1.3272,4.6657,9.0182,12.0188,12.1012,10.0074,6.5535,2.2587,-1.22
"4138","乾明价值成长一号",-2.7672,-1.2405,-2.8072,-4.3795,0.9274,1.8118,10.6564,2.991,1.1239,2.4015,-0.7433,2.9911
"888","乾信中国影响力",1.4706,4.3752,-2.63,-3.948,-3.7588,6.5963,4.424,3.7344,5.2966,15.2734,14.9683,14.7791
"1873","乾阳良木1号",0.1598,3.4559,6.5821,-0.7591,-5.6932,1.638,-0.2097,5.9928,9.5485,7.8805,1.688,-0.4794
"4096","乾阳时势",-2.6512,-1.6969,-3.6057,-11.453,-13.5739,-14.1041,-13.4679,-9.3321,-3.9239,-2.5454,-3.4998,-5.7267
"1968","浅湖6号",0.1034,0.6205,-4.3433,-9.3071,-14.1675,-10.2378,-11.789,-2.5853,-5.3775,-11.789,-12.9266,-16.2358
"2072","浅湖达尔文2号",0.0262,0.4103,-4.1994,-10.2322,-14.6237,-10.8085,-11.664,-4.3216,-5.9106,-11.6029,-10.2584,-13.9864
"2160","浅湖稳健5号",0,0.8955,-2.8856,-7.7612,-14.0299,-10.0498,-8.0597,4.4776,-1.194,-9.1542,-9.7512,-9.4527
"538","勤远1号",2.5732,5.0842,5.893,4.9825,2.3922,8.0477,10.0159,12.5156,16.1478,22.0426,19.7644,19.8774
"1365","沁昇吉迈顿一号",0.65,5.67,0.46,0.49,-2.17,2.38,6.43,5.68,14.92,14.02,16.28,20.98
"1900","沁源进取",0.1405,4.0933,7.4841,10.2567,12.1487,13.3664,14.5654,18.9959,23.3233,26.3395,27.1825,28.3533
"1354","青鼎赤兔马1号",0.6623,2.4007,4.8013,2.4835,0.4139,4.2219,3.8909,0.9936,1.7386,0.6624,0.6623,-0.0827
"1395","青鼎中港互动1号",0.6039,5.0725,6.6425,3.5024,-1.4493,2.2947,2.2947,3.0193,4.5894,4.7101,0.3623,3.0193
"3251","清和泉金牛山2期",-1.1123,-0.5562,4.7831,5.7842,6.4516,16.129,19.3548,23.8042,30.0334,43.7152,49.6107,48.0534
"3664","清和泉金牛山4期",-1.751,-1.2646,-2.1401,-1.5565,-0.1945,8.5603,7.8793,10.0193,16.0503,26.7505,27.918,32.1009
"3387","清和泉优选1期",-1.2992,-0.9744,4.5676,5.136,5.6943,15.4283,19.2651,24.0662,31.0394,45.0061,51.3297,50.3756
"1209","清水源1号",0.8523,2.457,2.7932,2.6061,1.1687,3.4598,2.7454,4.6933,1.8438,3.2404,2.9408,2.7271
"1318","清水源39号",0.7143,2.8571,3.2857,4.1429,1.4286,4.1429,1.8571,4.1429,3,6.1429,6,6.4286
"1818","清水源4号子基金项目(专项)",0.1986,2.7805,3.2771,1.9861,-0.3972,1.9861,1.1917,2.9791,5.3625,4.4687,4.8659,4.7666
"1231","清水源成长",0.8272,3.3088,3.2169,3.2169,-0.0919,1.3787,0.5515,3.6765,2.9412,3.3088,1.3787,0.5515
"2742","清水源国君",-0.4472,1.0733,0.4472,-0.5367,-4.1145,-2.0572,-3.1306,-3.3095,-2.1467,-1.3417,-2.1467,-3.0411
"1310","清水源精选专项",0.7205,2.7378,3.17,3.8905,1.1527,3.7464,4.0346,3.6023,2.4496,5.4755,5.3314,5.6196
"2114","清水源专项",0,2.1804,3.0723,1.5857,-0.6938,1.7839,1.9822,3.5679,5.4509,4.2616,4.6581,4.8563
"615","庆东1号",2.2605,5.8127,5.3821,4.7363,8.1808,12.1636,22.282,23.3584,22.8202,22.7126,22.3897,18.5145
"2305","庆坤二号",-0.0999,1.6983,-0.6993,-6.4935,-13.8861,-14.4855,-16.7832,-4.8951,-18.981,-26.1738,-28.2717,-30.8691
"4330","庆坤一号",-3.379,-0.9132,-3.8356,-9.4977,-16.4384,-17.0776,-20.6393,-8.4932,-22.1005,-30.2283,-32.4201,-35.2511
"3020","秋阳1期",-0.7761,2.1553,1.9912,-4.5723,-9.9472,-6.732,-8.9006,-5.0379,-4.3993,-5.9071,-1.9424,-0.8692
"3695","秋阳成长7期",-1.8027,0.1898,1.3283,-4.7438,-8.7287,-6.0721,-8.1594,-3.9848,-3.5104,-5.408,-0.759,0.759
"3236","秋阳泛华5期",-1.0757,1.2815,2.4881,-6.1547,-12.6649,-10.0365,-12.2159,-8.2873,-8.7644,-10.6258,-6.1828,-5.1632
"3547","趋势复利一号",-1.5523,-1.7621,0.1049,-0.3356,-4.5941,-0.3566,4.0487,14.8102,9.9853,7.2582,6.2828,0.5244
"705","衢州金海壹号",2.01,11.78,-0.19,-4.6,-13.77,-10.38,-9.66,-8.53,-15.87,-15.62,-22.67,-26.73
"2802","泉上圣斗士",-0.5079,0.2812,3.9909,0.2812,-1.2971,3.9274,8.9433,19.0476,16.2449,18.2404,17.3696,34.1549
"930","泉上稳健一期",1.3783,2.5641,-3.1823,-0.8108,-4.6823,2.483,6.6383,9.2835,7.8747,4.3478,5.3816,3.8389
"3464","雀跃进取1号",-1.4042,1.9057,0.7021,-2.006,-3.8114,3.7111,3.7111,12.1364,13.4403,12.6379,8.4253,8.6259
"4192","雀跃灵活配置1号",-2.9473,-1.0206,-2.6349,-5.6342,-11.7163,-8.1129,-7.6755,-4.1762,-2.2183,-8.7794,-14.3408,-17.1839
"3989","雀跃岩辰量化1期",-2.3885,0.3488,-1.6064,-4.2908,-5.5591,0.3805,1.9235,13.2319,15.6309,13.9188,6.2038,2.5259
"209","仁灏开元",4.5101,14.2261,22.9333,13.1362,16.9391,34.2957,37.8783,45.2406,51.2232,58.1913,60.0928,60.7188
"1898","日昇1号",0.1416,0.6135,0.1495,1.1484,-5.3567,-5.2387,-3.2172,-3.3116,-3.3194,-3.5947,-4.8612,-5.8287
"4575","荣安进取一号",-4.4821,-1.3944,-3.4861,-7.8685,-8.9641,-5.4781,-4.5817,-3.4861,-2.988,-2.5896,-2.0916,-2.49
"1499","荣澔三号",0.5,1,-0.6,-3.8,-4.7,-4.3,0.1,2.2,2.2,1.6,2,0.2
"4399","荣辉二号",-3.6915,-1.2139,2.3582,-1.1542,-5.9303,-4.0796,-4.5174,-7.3731,-10.1095,-11.1741,-12.7662,-13.99
"931","榕树陈氏",1.3743,1.2935,8.4074,10.4285,16.9766,29.5795,32.6448,38.1252,38.9613,49.5554,54.0093,60.3256
"3367","榕树澄源",-1.2642,-0.6321,5.1833,6.3211,13.4008,25.6637,25.9166,30.3413,35.2718,47.2819,45.1164,51.5901
"3086","榕树文明复兴",-0.8641,-0.4641,6.241,6.9291,13.5381,25.7641,26.1481,29.7487,33.1094,14.7192,51.7043,59.5455
"4110","榕树文明复兴二期",-2.7003,-0.8711,-1.9164,5.662,12.0294,25.0625,27.6505,31.3478,32.6419,45.9059,48.3552,55.8422
"1040","榕树文明复兴六期",1.123,-1.4836,5.2236,5.6666,12.5386,22.6473,20.905,25.5624,28.4445,36.8535,33.1462,37.7426
"2995","榕树文明复兴三期",-0.7477,7.1963,13.1776,13.5514,19.4879,31.0992,30.1167,35.1681,40.6265,50.8411,52.1388,56.8033
"1082","融犇永续99",1.0526,9.4737,9.4737,7.3684,17.8947,12.9684,9.7789,13.2861,6.2027,6.1461,-2.8421,-4
"567","融昌3期",2.4302,2.5403,3.9796,-0.4011,-3.7751,-3.8616,-3.602,-4.2784,-6.7007,-1.5887,-5.6311,-4.3807
"4156","融达财富成长1号",-2.8369,-1.2158,-2.4316,-7.1935,-11.9554,-7.2948,-5.3698,-4.0527,-7.0922,-4.0527,-2.6342,-3.9514
"28","融亨一号",12.5906,14.1068,11.6678,14.5682,-10.679,11.3382,51.615,58.207,45.3527,0.3955,-15.7548,-27.884
"4137","融儒成长1号",-2.7659,-1.1731,-1.3162,-3.4621,-9.0129,-3.4621,9.0129,7.2389,9.2036,5.7129,1.0396,0.2766
"2859","融儒稳健一号",-0.5779,1.7057,1.4447,-3.9146,-11.0821,-3.0665,6.5337,7.7454,7.9318,4.6696,-1.0159,-1.482
"3612","融儒尊享1号",-1.6553,0.2921,0.1947,-1.1685,-7.1081,1.2658,11.295,12.5609,12.7556,9.3476,3.408,2.9211
"47","融通富国成长1号",9.1266,1.6553,-1.1684,-6.2511,-19.8052,-14.6639,6.7314,36.7347,17.519,2.6241,4.5373,8.7735
"1704","融通价值发现3期",0.2828,-0.0754,-5.4482,-4.4962,-5.3068,-4.5527,-3.9306,-3.563,-3.4028,-3.054,-3.1011,-2.7241
"349","融新74号(富恩德1期)",3.4388,4.7866,5.4084,6.2904,1.1223,6.5382,9.4616,10.0463,17.5061,24.3441,32.3688,37.2346
"956","融裕33号六禾财富黄浦",1.3095,3.4921,6.1314,5.8572,0.7613,5.2584,3.888,6.1822,5.9588,4.1316,5.0148,4.2331
"516","融裕9号奕金安3期",2.6588,6.8846,14.2059,15.6316,22.6511,31.8477,30.9357,31.6165,36.0157,50.4142,47.627,53.8951
"4259","融裕瀚信成长10期",-3.1096,-0.9823,-2.584,-6.7259,-8.6905,-2.4401,2.609,13.6332,12.8512,10.8052,8.0648,6.0502
"3259","融智广发滚雪球1号",-1.1211,-1.009,-1.5695,-3.6996,-2.4664,-1.009,2.2422,3.0269,2.5785,2.9148,4.8206,4.2601
"3441","融智汇瑞1号",-1.3795,-2.0267,-6.9822,-12.7547,-23.0475,-22.2941,-23.8858,-21.5407,-20.7874,-23.4189,-21.3391,-23.2598
"4277","融智新锐10期(泽泉投资)",-3.1537,-2.1296,-9.4688,-18.8491,-26.7187,-21.8923,-29.0178,-26.3429,-28.4725,-33.8295,-39.3117,-43.8802
"4187","融智中聚鼎宝7期",-2.938,-0.3264,-0.4353,-0.5441,-4.1349,-4.5702,-6.5288,0,-0.5441,-9.0316,-10.8814,-10.9902
"2336","软财富时代一号",-0.1052,17.5767,14.9374,7.3061,1.0711,5.0971,2.1708,-0.1148,3.0028,10.3184,6.8853,2.2377
"4365","锐进12期鼎萨",-3.5525,-1.8405,-2.4433,-1.5753,-4.0428,0.6349,-0.5626,-0.9805,3.5203,-0.1849,-3.7373,-2.1379
"898","锐进15期中国龙稳健",1.4518,3.2036,2.2938,1.9261,4.4425,7.0848,9.156,9.369,9.3012,9.1173,9.4464,10.8595
"2352","锐进16期中欧瑞博",-0.1116,3.6306,4.549,5.5103,4.446,8.9177,11.1836,13.0289,16.6166,21.5518,15.6381,18.0414
"87","锐进25期盈信瑞峰股票多空尊享系列",7.0118,11.1802,13.4223,19.0583,21.382,26.0701,28.6792,29.2091,37.9841,43.8341,45.0876,50.8459
"1885","锐进28期朱雀穿越策略",0.1497,0.8869,1.3131,0.668,-3.0408,0.334,2.3497,3.9046,12.9233,17.1504,12.7851,17.83
"61","锐进29号景林多元策略",8.006,13.0745,21.3109,26.8402,36.9773,47.9783,52.3442,53.692,59.7051,78.8273,83.7692,97.2584
"1453","锐进2期",0.546,2.2221,1.494,-0.8039,3.0487,8.1071,15.5089,17.5413,17.8902,24.2909,21.0906,21.8262
"1791","锐进31期",0.2101,1.3059,1.7562,0.7956,-1.5311,0.7205,-0.6605,1.3209,0.015,1.1708,1.2309,-0.0751
"3111","锐进35期神农投资",-0.896,0.475,0.0216,-2.4074,-5.5058,1.5654,-0.3994,5.5274,13.5917,22.1419,13.6565,21.235
"1078","锐进39期民森多元策略",1.0596,5.6358,3.2837,1.0363,-3.0042,1.1062,7.4872,13.973,14.3922,18.5142,16.3135,25.0233
"1202","锐进40期兆天",0.8672,2.1436,6.0509,5.4857,1.52,12.014,18.9126,20.9003,25.7527,29.6112,28.1302,28.3056
"3386","锐进45期朴易灵动",-1.2986,4.722,5.7201,2.962,-0.3112,2.5649,3.842,7.1153,7.8665,14.7886,14.7671,17.7935
"1247","锐进47期七曜",0.8076,2.4329,6.9655,6.0771,8.0153,14.1631,14.3751,18.3121,17.1007,28.9118,26.1861,27.3975
"2016","锐进57期翼虎",0.0736,1.2196,1.5771,-1.125,-1.083,1.3458,-2.9965,0.7465,4.868,8.2641,3.5433,12.3226
"1292","锐进58期源乐晟",0.7386,2.8945,6.8869,11.6778,16.5386,26.9887,30.0928,30.3623,28.1765,41.571,38.946,47.869
"3127","锐进6期",-0.9101,2.9349,3.3746,6.1765,1.5544,5.839,8.6205,8.3035,5.0823,8.4773,0.4704,0.4704
"377","锐进系列淡水泉精选二期",3.2937,6.0079,9.9874,10.4221,9.1374,19.2988,22.322,25.7896,28.2623,35.2168,29.0351,31.0924
"3765","锐远1号",-1.9713,-0.8997,-0.6167,-1.0008,-2.4869,1.8095,-0.182,6.7024,7.3292,4.8221,2.315,0.4751
"4664","瑞丰汇邦1号基金",-5.1428,-5.1428,-4.3428,3.8859,7.4287,13.7144,14.8573,18.4002,18.4001,28.1145,33.9429,38.4
"1328","瑞民策略精选二号",0.7056,4.2339,6.9556,5.1411,2.5202,6.0484,7.0565,13.004,21.1883,20.235,18.5666,16.4217
"969","瑞民策略精选三号",1.2876,5.1502,9.2275,8.1546,5.4723,9.1205,11.1591,14.5925,20.4937,21.3519,18.6696,15.7728
"4213","瑞天5期",-3.004,-0.02,1.9025,2.8705,-2.1762,4.3458,5.5407,9.3258,8.231,6.7557,5.1001,4.0521
"1859","瑞天港股通2号",0.1715,1.9266,1.7551,2.9554,-1.7147,-0.4236,1.2709,2.6125,6.1529,11.0853,8.5334,9.7135
"4344","瑞天价值成长",-3.4456,-1.1282,0.9392,1.3569,-2.9181,2.2625,4.4062,6.6931,4.9489,5.1502,1.241,1.2349
"3371","睿策1期",-1.2721,1.1941,0.7024,23.1436,21.052,21.5866,21.2159,24.4,25.1102,25.2117,24.5327,23.8264
"3434","睿策2期",-1.3674,1.0631,0.5721,24.8448,22.4062,22.9418,22.5725,25.3642,26.2893,26.4719,25.1329,24.9097
"3381","睿策3期",-1.2896,1.0593,0.5198,20.7922,20.5619,21.2265,20.9699,23.6742,24.4637,25.1217,23.8387,23.6281
"3872","睿策量化1期",-2.1756,1.0647,0.0154,17.631,16.2629,17.9808,17.5744,20.0843,21.0101,20.8507,18.9477,18.2379
"3351","睿策诺亚对冲",-1.2327,1.2529,0.8016,24.0469,21.8847,22.5313,22.1811,25.5894,26.3775,26.4852,25.8453,25.2593
"467","睿洪一号",2.8431,8.6985,16.0599,18.3876,21.9314,36.0664,37.355,33.1749,38.4665,45.538,46.287,52.6659
"877","睿华一号",1.4925,5.1741,12.0398,14.4279,17.9104,30.6468,32.1393,28.5572,33.7313,40.2985,41.592,48.6567
"2997","睿鉝量化对冲1期",-0.75,-1.8137,-3.5729,-5.8298,-7.4185,-7.0094,-6.5321,-8.939,-10.5073,-10.0914,-9.6823,-13.412
"3012","睿涛梁溪一号",-0.7693,3.7599,-1.7121,-7.3899,-15.1915,-10.8681,-11.1065,-11.0632,-10.9982,-17.8895,-22.4945,-22.5595
"4032","睿涛致盈一号",-2.4932,1.4721,-3.8121,-9.7856,-17.0439,-17.0609,-17.0014,-16.176,-16.21,-17.7842,-41.4908,-21.0773
"4002","睿信",-2.4103,-2.7683,-4.0444,-3.5269,-17.0318,-14.8589,-11.0201,-10.5948,-9.0139,-11.5057,-13.1611,-18.4673
"2437","睿信2期",-0.2006,3.4441,1.6452,-2.5346,-9.7639,-8.5,-7.7041,-6.273,-6.3532,-3.8053,-6.6074,-9.5432
"3326","睿信3期",-1.2024,1.9611,0.6871,-3.0776,-10.3994,-8.5457,-7.5508,-6.4916,-6.9639,-4.2943,-7.651,-10.0916
"2378","睿信4期",-0.1336,4.2867,4.2358,0.3943,-4.0641,-0.8904,0.6615,2.3914,1.113,5.0118,1.0939,-1.3229
"3675","睿信5期",-1.7646,0.9727,0.6963,5.2727,-4.1458,2.918,5.278,4.9803,6.3091,10.6888,22.8766,17.5614
"2070","睿信成长1期",0.0279,1.9941,-0.3719,-3.2399,-8.3531,-5.2201,-3.7698,-1.9337,-6.861,-5.5734,-9.5245,-12.1833
"230","睿赢69号",4.2445,8.7248,11.482,-2.2492,-8.3983,-9.1511,-1.5418,2.4941,2.5939,15.2186,12.3708,9.0423
"129","睿兹1号",5.9081,10.5033,8.4245,19.5842,18.4902,23.523,28.2276,30.8534,30.3063,27.8993,25.0547,22.7571
"2023","润邦价值1号",0.0699,2.2773,3.346,1.0288,-3.8054,3.7555,4.5146,4.8742,8.4698,16.9097,17.499,22.6528
"5047","润东幸福1号",-10.4412,-7.3296,-15.5165,-26.6768,-29.1937,-34.2968,-30.549,-41.2668,-48.5133,-55.4557,-68.3999,-72.0094
"490","润桂投资国润一期",2.7398,4.215,8.2192,7.2708,2.3182,4.7419,4.9527,7.271,9.1678,16.2278,14.6473,17.7031
"277","润桂投资中润一期",3.8342,5.5959,10.9845,10.6736,5.8032,8.3938,9.3265,10.3627,12.5389,20.2072,18.2383,21.7616
"1620","润晖稳健增值",0.3829,3.2473,7.1965,8.9195,11.4365,17.0803,15.3573,19.2499,22.2845,29.5164,29.1052,33.2175
"4579","润茂1期",-4.4994,-0.9387,-4.4886,-3.7333,-10.8869,-6.6897,0.5071,-8.729,-9.5598,-11.5883,-15.1057,-15.7639
"5062","润升投资瑞富1号",-11.1548,-0.4366,-3.1871,-15.2696,-21.1853,-20.072,-15.6734,-13.425,-13.8398,-22.637,-28.8038,-30.2772
"4676","润之泽阿尔法成长一号",-5.2472,0,-4.7427,-11.8063,-16.448,-11.2008,-22.1998,-10.0908,-13.3199,-11.7053,-13.0172,-14.8335
"137","润樽沪港通",5.7526,15.8198,15.0527,13.9981,19.7507,28.4756,31.0642,36.0499,39.6932,45.4458,48.5139,45.9252
"3155","若愚量化配置1期",-0.959,-0.5195,-2.987,-6.3636,-5.9241,-2.977,-2.7473,-2.7373,-3.2667,-1.8382,-5.5544,-8.5614
"4721","三耕1号",-5.6075,-0.9346,0,-2.8037,-7.4766,-2.8037,4.6729,4.6729,5.6075,-0.9346,-3.7383,-3.7383
"4350","三奇趋势优选1号",-3.489,2.081,1.2941,-3.7685,-9.0071,-6.8123,-7.7958,-5.3318,-4.5346,-5.9634,-10.529,-10.674
"2303","三一资本明珠1号",-0.0995,-0.0995,0,0,0,0.0995,0.199,0.2985,0.398,0.597,0.995,1.0945
"4457","叁津前鸣1号",-3.9378,0.3109,0.5181,-0.9326,-7.1503,-6.943,-11.1917,-9.0155,-8.8083,-9.3264,-6.7358,-10.1554
"4382","森瑞独立景气",-3.6277,-1.5572,-0.4841,-1.4872,-1.1956,3.6977,-6.153,-2.3621,0.8632,10.8072,9.0633,13.0993
"4521","森瑞医疗服务",-4.1968,-1.8051,-0.4242,-1.444,-1.4079,3.574,-6.0108,-4.6029,2.3827,14.7383,13.3755,18.2491
"2966","厦门盛世汇金1期",-0.7061,1.3239,-1.6129,16.3978,18.19,13.7097,23.7161,52.371,43.1605,35.9968,35.8831,31.4484
"4113","山东安天诚2号",-2.703,2.6829,0.8943,-12.1885,-12.0177,-11.9072,-11.7665,-10.7918,-7.3352,-8.953,-11.8569,-11.6258
"1876","山水人投资猎豹一号",0.1572,4.0881,-1.5723,-10.5346,-11.3208,-11.0063,-5.1887,2.2013,21.3836,32.7044,30.5031,20.1258
"528","善盈成长价值",2.6139,2.4552,2.3058,0.4294,0.7282,1.9604,10.8103,23.6931,24.2532,27.2405,28.6408,29.761
"3452","上海量化大数据1号",-1.3889,2.2222,0.3703,-1.2038,-1.852,-4.5372,-5.0927,-2.8705,-5.9261,-7.315,-7.0373,-9.4447
"3472","上海量化多策略1号",-1.4213,1.2183,0,-2.5381,-3.2487,-5.6853,-6.2944,-3.9594,-5.4822,-6.3959,-6.599,-8.731
"3638","上海量化多策略2号",-1.6949,0.1412,-1.6949,-4.5904,-5.5085,-8.1215,-9.2514,-8.0508,-9.7458,-10.5226,-10.5932,-13.1356
"3665","上海量化事件驱动1号",-1.7512,0.4608,-1.1982,-4.3318,-5.0692,-7.0047,-7.742,-6.083,-8.9402,-10.5992,-10.3228,-12.7191
"1373","上海颐盛1号",0.6382,3.1395,1.8425,-3.7674,-3.0057,-2.1719,0.422,4.6423,2.9542,1.1529,-2.5939,-4.5497
"4335","上海意志坚定1期",-3.4092,0.826,4.677,2.1898,-4.7728,0.8644,1.4214,6.223,3.39,-0.136,-2.5746,-2.6965
"1594","上善目标缓冲",0.4053,2.764,2.0678,3.9771,3.1771,7.7533,3.8801,5.2378,11.592,13.3701,4.2247,4.7209
"3288","上善若水3期",-1.1632,-0.4458,0.1393,0.4945,-5.5443,-2.8,-5.3911,0.6617,1.0866,5.6627,2.1314,8.9225
"3227","上善若水6期",-1.0678,-0.295,0.007,-4.215,-12.3498,-9.287,-11.563,-5.7815,-5.1142,0.0421,-4.1939,2.8732
"4044","上善神州牧1号",-2.5196,-1.3358,-7.7706,-20.3409,-26.0709,-19.0235,-21.3358,-16.0433,-16.5684,-23.2151,-22.9664,-25.988
"5127","上元1号",-18.3573,-20.6584,-12.2209,-22.1838,15.4789,30.9146,44.9454,84.7541,91.1749,62.9581,67.9137,42.8253
"5119","上元2号",-15.9055,-17.9331,-10.6693,-15.6988,13.189,26.4862,38.563,72.5886,78.5531,50.3346,55.7972,34.4094
"5131","上元3号",-19.9528,-22.5502,-13.5773,-19.8347,16.0567,32.4675,47.4616,90.3188,97.0484,65.7615,72.4911,44.9823
"4632","尚近1号",-4.8587,-2.0013,3.7885,3.2427,9.8566,9.6104,5.1905,14.5227,8.1229,1.723,1.4234,0.8241
"4948","尚雅11期",-7.5098,-6.3574,-3.9854,0.7779,-2.1992,9.4497,12.8205,20.3496,13.3583,15.4903,34.3897,35.4729
"3682","尚雅12期",-1.7753,2.5122,-2.0328,-0.5415,3.0624,13.5817,11.7707,11.1048,16.2269,33.5193,34.2738,46.2301
"3352","尚雅13期",-1.2357,1.7483,0.238,0.6865,5.1899,17.3638,14.3249,14.5812,19.3776,35.3867,37.2723,48.0589
"4596","尚雅14期",-4.647,-5.0938,-4.2002,-3.9857,-6.5326,5.7194,5.7551,5.9249,5.916,15.2189,35.3441,39.9124
"4484","尚雅1期",-4.0365,-4.4172,-3.4443,-3.1724,-7.0457,-4.3628,-2.0303,-1.3596,-1.5167,2.0364,19.4574,18.8
"4501","尚雅2期",-4.0904,-4.4227,-3.3781,-3.1068,-6.919,-4.1107,-1.4109,-0.8886,-1.0786,2.8287,20.0041,19.889
"4421","尚雅3期",-3.7824,-4.1941,-3.2765,-2.9647,-6.6059,-3.8,-1.5235,-0.3765,-0.9412,3.3353,20.9529,20.3992
"4486","尚雅4期",-4.0411,-4.4418,-3.3807,-3.0873,-6.9477,-4.233,-1.9585,-1.6142,-1.998,1.9528,18.9976,18.4315
"4606","尚雅5期",-4.6872,-5.1093,-4.0323,-3.8049,-7.4637,-4.6547,-2.349,-1.2449,-1.8294,2.6088,20.3183,20.1985
"3132","尚雅6期",-0.9147,2.3176,4.3794,4.749,2.9433,5.4268,5.6401,8.0762,7.0288,11.1806,30.1436,29.318
"3205","尚雅7期",-1.0312,2.5212,4.4816,4.8329,3.0028,5.8697,7.3938,9.9547,8.7252,12.9405,31.5014,33.4622
"3192","尚雅8期",-1.0061,2.5809,4.5713,4.8702,2.7267,6.0222,7.8667,10.506,9.1718,13.5171,32.3418,32.4248
"3875","尚雅9期",-2.1871,-0.3583,3.6822,6.6477,13.2831,25.2935,23.0693,21.9325,27.567,46.6205,47.5843,61.1839
"207","少数派10号",4.568,5.1639,5.9583,8.7388,16.6218,21.9642,31.2375,37.0424,37.1475,39.5627,38.5126,41.2429
"142","少数派12号",5.6782,5.9937,6.4143,9.674,17.6077,23.1122,31.2632,28.6127,35.8615,43.9891,47.0035,50.3597
"273","少数派19号",3.8618,6.5041,8.6382,11.1789,21.1382,27.3374,34.6545,40.6504,40.3455,49.187,50.5081,55.1829
"811","少数派21号",1.6667,2.7778,4.4444,6.5079,15.1587,20.1587,27.9365,32.9365,33.4921,39.8413,41.3492,48.4921
"265","少数派29号",3.9293,5.6974,7.3674,8.9391,22.2986,30.0589,40.0786,46.6601,45.4813,55.0098,55.9921,60.5108
"790","少数派5号",1.721,2.3551,4.2572,6.0688,13.1341,18.3877,25.4529,27.4457,27.4457,34.1486,43.3246,49.077
"734","少数派7号",1.9211,3.8423,5.7634,8.5945,19.0091,25.9858,33.0637,36.7037,38.4226,43.6805,44.3883,50.6572
"777","少数派8号",1.7751,3.616,4.9967,7.2321,15.9106,21.6305,28.7968,33.9908,34.3195,41.0914,40.9599,46.135
"223","少数派9号",4.3265,5.4081,4.7198,8.8496,19.2612,19.2611,27.9293,35.9495,35.9902,42.4758,45.8232,46.9739
"359","少数派求是1号",3.3849,5.706,8.3172,10.5416,20.5996,26.5957,33.3656,36.1702,36.4603,44.4874,45.648,52.7079
"3463","申新金选1号",-1.4014,-1.1011,-1.4014,-1.1011,-2.4024,-2.2022,-2.2022,-1.6016,-1.5015,-0.9009,-1.4014,-1.4014
"3404","深乾平衡一号",-1.3201,-1.2101,-2.4202,-0.9901,-0.22,-0.5501,0,0.11,-0.6601,-0.22,3.5204,4.7305
"2592","深圳量华稳赞二号",-0.312,-1.014,-1.5601,-4.5242,-3.9002,-7.8003,-7.0983,-2.4181,-5.4602,-6.9423,-7.6443,-7.5663
