"","产品简称","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12"
"2825","神农1期",-0.5424,1.4169,1.1899,-0.206,-4.1709,2.1569,-0.9292,5.2556,11.0452,23.356,18.2686,23.7218
"802","神农本源",1.6949,4.0877,3.8883,-0.1994,-8.1755,-1.6949,-1.2961,7.8764,12.662,8.3749,6.2812,3.4895
"804","神农初阳",1.6932,4.0837,3.8845,-0.2988,-8.1673,-4.2829,-6.7729,1.7928,6.4741,2.5896,0.6972,-1.992
"1952","神农春江",0.1098,0.7689,0.5792,0.4693,2.876,5.1927,2.3567,7.5794,10.3855,19.7324,14.1502,20.8308
"3026","神农春秋",-0.7818,-0.3337,0.0858,-1.4588,0.7818,2.6125,-0.5053,4.5099,6.312,13.6442,6.5313,13.1865
"2622","神农春雨",-0.3476,0.2349,0.4885,-0.9959,1.6441,3.4855,0.5825,2.1421,7.1496,12.4389,9.0661,16.9955
"3674","神农飞虎",-1.7628,-0.1157,1.8964,4.3091,-0.089,3.401,3.8729,6.3746,16.818,21.7771,17.8953,24.8843
"1479","神农恒天贞观",0.5154,0.8835,0.3191,-1.8775,-7.1911,-1.988,1.9634,3.4605,15.9897,27.8439,26.6658,32.6298
"1493","神农厚德母基金",0.5025,0.8946,0.3309,-1.875,-7.1814,-1.9853,1.973,3.4681,16.0049,27.8799,28.4804,34.375
"3501","神农价值精选1号",-1.4606,-0.1125,3.2621,6.8616,2.3622,6.5242,7.5365,13.4983,21.5973,25.9842,20.135,25.1969
"463","神农老院子基金",2.8571,9.8926,12.5134,13.7916,7.2718,15.0698,16.4232,20.6552,41.9656,47.551,44.0064,51.2567
"3793","神农瑞舟1号",-2.0202,-1.7172,-0.303,2.2222,-1.4141,2.3232,3.2323,8.4848,4.1414,8.3838,5.5556,11.8182
"2065","神农太极私募",0.0303,0.6069,0.5057,0.6372,-3.5198,0.9609,1.861,6.9789,13.7858,14.5039,9.3456,15.0298
"2862","神农医药A",-0.5797,0.4831,1.0628,-0.4831,-1.6425,2.4155,-0.4831,5.1208,12.0773,18.9372,17.0048,27.0531
"3468","神农优选成长",-1.4113,1.0081,4.2339,6.9556,1.8145,6.1492,7.9637,13.1048,18.8508,9.9798,3.7298,9.879
"454","神农优选价值",2.8922,2.4035,8.3973,11.9677,4.0092,9.0356,11.858,20.5645,17.6823,16.2561,9.4445,13.0946
"2477","神农长空集母基金",-0.2289,-0.0711,-1.9263,-1.4368,-2.8578,-0.6237,-1.9973,0.6316,14.9917,24.2836,19.3732,24.552
"4624","神州牧10号",-4.8148,-1.9444,-7.7778,-12.4074,-17.5926,-16.3889,-20.0926,-18.0556,-19.4444,-25.6481,-32.7778,-34.6296
"3269","圣盾成长1号",-1.141,12.4509,11.3407,12.6205,4.1477,15.9895,9.2668,0.7247,5.3041,5.9132,-3.9318,1.9659
"121","圣则汇1号",6.0965,8.2803,2.9117,-1.3649,-6.2784,-3.1847,5.0955,8.5532,7.6433,5.2775,-0.8189,-1.8198
"1525","晟世2号",0.4719,3.3538,5.6231,10.0914,15.6642,26.4083,31.3385,34.873,34.2303,48.4888,56.2305,57.6464
"4236","晟世6号",-3.0722,0.5568,3.5426,8.1221,14.5929,25.9985,30.9428,32.8533,32.5557,44.4508,48.4927,50.576
"160","晟维成长",5.2974,8.1784,13.197,11.71,10.8736,25.5576,28.9033,34.8513,46.4684,46.1896,53.4387,53.8104
"216","晟维汇智",4.4012,7.3695,12.4872,10.6448,9.826,24.2579,27.738,33.6745,44.0123,44.6264,51.6888,52.0983
"261","晟维价值",3.9576,5.8657,11.0954,9.5406,8.5512,22.7562,26.0777,31.8728,42.8269,42.9682,49.9647,50.3887
"3659","盛冠达股票量化1号",-1.737,1.737,0.9926,-2.2333,-6.6998,-5.2109,-5.7899,-3.8048,-2.895,-5.2936,-9.0157,-11.1663
"4717","盛冠达股票量化2号",-5.5896,-2.7565,-8.9587,-15.2374,-17.5345,-12.4809,-4.977,-6.2787,-6.4319,-6.8913,6.585,3.8285
"2746","盛锦22号",-0.45,1.77,1.14,-2.09,-7.04,-6.21,-6.89,-4.84,-6.83,-11.62,-5.48,-7.38
"370","盛泉恒元进取1号",3.3199,6.4485,7.3861,6.7547,9.5101,7.3766,13.0501,14.9158,13.2415,19.3838,19.1447,18.8098
"4091","盛世景新策略1号",-2.6442,-3.5557,-4.5172,-7.1514,-6.7708,-4.7977,-7.4018,-3.9964,-4.0365,-7.2616,-5.3886,-6.9812
"5037","盛世源",-9.9319,-9.2309,-8.5398,-10.9191,-15.5494,-15.115,-17.6523,-15.9246,-16.2306,-16.9415,-21.8185,-23.724
"4935","盛世云鼎1期",-7.3559,-4.8708,-10.0398,-15.3081,-16.9979,-15.805,-13.0218,-9.5427,-2.0874,-6.2624,-10.2385,-6.7594
"4037","盛运德诚趋势1号",-2.504,-2.5353,-1.8467,0.5321,0.1251,-1.0851,-2.118,-2.5667,0.2502,-4.2256,-11.1009,-19.8124
"4934","十次方一号",-7.3535,-3.3106,-3.8057,-4.5689,-11.2417,-10.4476,-15.2847,-16.316,-19.3172,-23.8758,-30.5384,-36.4893
"2722","石锋资产厚积一号",-0.4318,3.5406,11.5483,14.9701,17.793,25.663,24.2087,26.2618,32.1642,49.0163,48.3319,59.1104
"444","时时安中证500指数增强1号",2.9465,7.3425,3.7234,-4.6139,-13.1881,-8.2331,-6.9825,-3.6855,-3.7991,-9.0952,-3.6286,-1.6864
"2408","时田丰八期",-0.1788,-0.3891,-0.5994,-2.7868,-4.6377,-4.5115,-3.9436,-2.6922,-2.282,-0.0315,-1.7562,-1.3671
"1632","时田丰二期",0.3673,-0.1281,-0.5809,-1.8708,-3.4427,-3.2804,-1.8879,-0.0513,0.4613,3.2889,1.7854,2.2553
"1915","时田丰九期",0.1326,0.5711,-0.4997,-2.4373,-3.9772,-3.8038,-3.1613,-2.1212,-1.8458,0.8158,-1.081,-1.0504
"2396","时田丰七期",-0.1574,-0.2518,-1.1228,-2.5603,-4.617,-4.4911,-4.0084,-2.7072,-1.469,0.745,-1.1647,-0.3043
"1768","时田丰一期",0.2339,0.1276,-0.0142,-1.8571,-4.0828,-3.9269,-3.4165,-2.0839,-1.7224,0.7088,-1.0703,-0.6025
"951","时中1期",1.3231,4.0008,2.4677,1.4281,-5.0929,4.1269,5.1139,4.3789,2.9297,0.1785,-0.6301,0.3465
"2863","实力终极复利机器",-0.5808,4.7435,11.9071,11.7135,12.9719,17.3282,18.0058,22.1684,25.1694,38.7222,31.365,32.7202
"718","拾贝收益5期",1.9822,4.9702,6.6302,7.2649,11.2391,17.3323,21.0136,20.0273,23.0934,29.4502,28.9913,29.3819
"652","拾贝投资1号",2.135,5.0779,7.5014,6.2897,10.8482,19.1575,20.8886,20.427,23.7738,28.6209,26.8898,27.5245
"637","拾贝投资2号",2.1889,5.3571,8.0069,6.7972,11.1175,19.0668,20.6221,20.2189,23.9055,28.9747,27.8226,28.341
"640","拾贝投资3号",2.1764,5.2692,7.7892,6.8156,10.8247,18.6712,20.1031,19.7595,23.1959,28.0641,26.6323,26.9759
"625","拾贝投资4号",2.2273,5.8824,8.8521,7.4243,11.6505,19.6459,21.0166,20.6739,24.3861,29.2404,27.8698,28.0982
"514","拾贝投资5号",2.6625,5.9514,8.7706,9.397,13.704,22.5529,27.6429,26.1551,29.3657,36.3352,35.8653,36.9616
"620","拾贝投资6号",2.2388,5.5556,8.209,6.7993,11.4428,20.1493,21.393,20.9784,24.5439,29.1874,28.0265,28.3582
"3225","世诚1号",-1.0658,0.927,1.3811,2.9703,2.964,8.2172,6.3316,8.8478,8.337,15.8983,18.4776,20.5272
"3211","世诚2号",-1.0453,0.9211,1.48,2.9807,2.8152,7.131,5.2681,7.9487,7.4415,14.9658,17.6258,19.6543
"1775","世诚投资1号",0.2225,2.069,2.2358,2.1357,3.6151,5.7397,5.4394,7.1301,8.6541,13.7152,16.3626,18.2981
"2885","世诚投资六号",-0.6088,1.9246,2.1312,3.822,5.0778,10.7427,10.4273,13.0043,14.0644,19.0824,20.6862,23.4806
"3040","世诚扬子12号",-0.8039,0.8337,1.2803,2.372,2.4216,7.2747,4.7638,7.3442,8.4359,13.8249,15.0258,14.4105
"2898","世诚扬子3号",-0.6236,2.3764,2.0431,3.656,5.3872,10.5377,9.8818,13,14.0861,19.8496,23.0862,7.527
"2931","世诚扬子二号",-0.6657,2.673,1.7954,1.8963,4.4816,9.9052,9.4959,12.2589,13.5893,19.1152,21.7759,24.4775
"2554","世华一号",-0.2913,0.6796,0.8738,0.8738,-5.0485,-4.466,1.3592,2.3301,3.2039,4.8544,8.3495,6.5049
"2813","世通5期",-0.5204,1.3299,-8.0756,-14.9851,-23.3786,-22.068,-18.2615,-18.2712,-13.077,-8.1334,-15.6114,-10.2149
"4467","世通嫦娥奔月",-3.9519,-0.1733,-9.1865,-13.1038,-19.517,-17.229,-15.5419,-16.1082,-12.5144,-8.6896,-16.6975,-8.2505
"4864","世域1期",-6.6065,-6.2632,-5.3232,-9.8648,-13.0651,-9.1783,-12.6531,-7.2032,-2.9468,0.9189,-2.6035,-1.6582
"1532","世域2期",0.4593,1.2969,10.1324,3.0127,-2.5804,2.8776,-5.5661,0.2567,7.9438,13.2734,8.6396,11.2672
"414","守正笃行一期",3.0723,7.0367,9.4153,8.3251,17.8394,23.0566,33.0372,38.0275,36.3263,49.3692,50.5258,51.7789
"575","双诚精选1号",2.3849,9.0481,9.4063,9.478,11.4125,13.48,19.8055,20.6141,23.347,24.6776,25.7625,28.5466
"205","双赢10期(淡水泉)",4.5746,5.5412,9.2354,8.1761,5.0182,11.9729,15.0116,18.7819,18.8017,26.6468,20.4303,23.5154
"3951","双赢11期(鼎锋)",-2.3251,0.7241,1.7028,0.2489,-2.5909,1.9573,0.2433,1.5048,5.6288,8.8081,1.2332,3.7563
"4153","双赢12期(彤源)",-2.8318,-0.0101,4.548,6.9759,6.8649,15.9255,20.64,20.3119,23.3254,35.2229,32.2851,37.8729
"4952","双赢1期(瀚信)",-7.5352,-4.358,-5.7485,-7.2555,-15.0625,-12.0485,-12.7865,-7.4808,-7.271,-6.9137,-7.5118,-9.8811
"780","双赢5期(民森)",1.7646,5.7433,5.9415,4.0899,1.0056,4.5975,8.1363,14.2422,15.1269,20.1595,18.9316,28.6004
"1535","顺然证券3号",0.4587,1.037,1.7848,1.3262,-3.3702,4.5568,3.5497,4.9556,6.7803,17.25,13.2615,12.6234
"1500","顺彦瑞丰二期",0.5,0.5,-1.7,-6.9,-6.6,-2.3,0.2,6,-0.6,-3.9,-19.3,-12.7
"4446","顺彦瑞丰一期",-3.8847,2.264,2.2145,2.1774,2.0661,2.0661,1.9547,3.6744,-7.1261,-7.2993,-22.9247,-14.9573
"546","舜正成长",2.5257,2.3386,0.7484,-2.8064,-5.6127,-4.0225,-1.7774,1.7774,-4.6773,-2.9935,-3.9289,-4.2095
"3756","丝路汉赋1号",-1.9579,-3.7708,2.0686,2.6911,6.27,5.2265,7.5149,7.1945,1.8673,1.1442,5.6659,5.2449
"4119","私募工场安永一号",-2.7183,0.4119,5.7661,11.7792,15.6507,16.3921,28.8303,31.9605,34.9259,32.6194,31.4662,38.3031
"106","私募工场贝壳旺财鸭",6.3694,-3.5828,-14.7293,-25.5573,-37.1019,-34.3153,-25.3981,-26.2739,-34.0764,-32.1656,-38.8535,-41.0032
"3602","私募工场鼎海一号",-1.6432,-2.8169,-6.4554,-13.8498,-19.1315,-19.2488,-20.1878,-19.7183,-18.1925,-19.8357,-23.1221,-23.5915
"497","私募工场肥尾价值一号",2.7119,6.8966,8.1356,10.5085,19.1525,25.5085,31.1017,37.2881,33.0508,47.1186,50.4237,51.9492
"21","私募工场股惑人生一期",13.8771,30.4025,22.6695,20.8686,-1.4831,10.2754,26.9068,21.0805,20.2331,7.4153,47.7754,41.2076
"696","私募工场翙鹏中国竞争力一号",2.029,6.1836,11.8841,15.942,17.4879,24.6377,21.9324,25.6039,26.9565,37.971,38.2609,45.7971
"68","私募工场静远轩",7.6182,24.7811,25.4816,25.7443,25.4816,33.0123,41.2434,40.1051,42.4694,47.5482,43.958,44.3082
"4087","私募工场牛扬众仁1号",-2.6329,-0.0303,-2.0176,-6.5974,-7.0513,-6.4562,-13.0939,-8.9983,-7.8584,-2.1386,-5.3667,-3.2281
"2064","私募工场睿磊稳健",0.0307,2.5785,2.5273,0.7366,3.4096,5.2656,11.3538,-2.7426,-1.1566,0.4805,-3.7146,-5.3825
"4224","私募精选1期",-3.0315,-0.9804,1.1326,1.7919,-2.823,2.7047,4.474,6.7504,5.3981,5.1671,1.8144,1.6679
"4146","私募精选2期",-2.8144,-0.9826,1.02,2.0187,-2.8251,2.9319,4.4753,6.745,5.6342,5.1642,1.8104,1.8959
"12","私募学院菁英135号",17.0251,23.996,26.4739,36.5993,35.5454,43.5132,61.3216,51.7588,59.8761,64.3406,58.0889,58.9576
"725","私募学院菁英139号",1.9585,5.3615,8.1688,5.6123,5.9693,9.5688,10.8974,11.9385,16.8072,24.7199,23.2726,27.0203
"4384","私募学院菁英152号",-3.6335,-2.0976,-3.8002,-3.809,-9.0223,-11.3305,-12.5856,-13.6651,-14.3848,-16.2542,-17.1669,-17.0441
"3744","私募学院菁英163号",-1.9261,8.6786,17.0997,-6.2038,-16.3158,-28.813,-32.8555,-26.6293,-33.0683,-33.9082,-38.2643,-42.3964
"807","私募学院菁英171号",1.6888,6.1867,12.2662,12.4063,3.3446,15.2896,15.5224,22.9201,39.1882,44.1056,41.0908,35.047
"1887","私募学院菁英203号",0.1486,0.4052,0.3756,0.8796,0.8697,0.5337,1.0674,-0.3855,-0.4843,-0.8697,-1.1761,-1.0773
"4642","私募学院菁英207号",-4.9136,2.6192,2.3363,2.703,-9.8795,1.4667,5.4688,16.7627,18.2923,16.7627,17.1399,17.4961
"2660","私募学院菁英21号",-0.3797,1.4614,0.023,-2.1404,-7.1922,-4.7296,-2.7618,-0.1036,1.3003,-4.4994,-9.1369,-10.4143
"2941","私募学院菁英245号",-0.6811,0.7513,-0.134,-5.2367,-8.2904,-8.3303,-8.1413,-4.4412,-12.8761,-13.9902,-14.3582,-14.8953
"1809","私募学院菁英296号",0.2011,1.101,1.3882,3.753,9.8516,10.5026,0.3734,7.956,-1.4648,-17.7693,-17.1182,-34.9832
"1034","私募学院菁英42号",1.1435,5.8845,7.838,19.2019,19.1662,17.5581,14.1394,19.726,18.0107,15.6164,15.9857,13.0911
"1656","私募学院菁英87号",0.331,1.2437,0.662,1.9358,-2.8084,2.4674,4.3129,10.2808,16.7202,17.9539,11.4042,10.5617
"3829","思考20号A20",-2.1042,-0.3006,-3.1062,-5.7114,-5.511,-5.4108,-6.7134,-5.2104,-6.3126,-5.6112,-6.9138,-8.2164
"4388","思考20号A9全市场策略",-3.6503,0.6724,0.2882,-2.0173,-2.8818,-5.7637,-5.9558,-5.6676,-4.1306,-5.2834,-3.9385,-1.4409
"4352","思考2号",-3.4915,-1.3429,-5.8192,-9.4002,-14.3241,-13.6079,-13.8765,-11.7278,-12.0859,-13.5184,-13.6974,-10.4745
"2334","思考2号A",-0.1045,4.2842,5.1202,-1.7764,-6.6876,-4.7022,-8.4639,-5.7471,-4.7022,-8.6729,-11.5987,-13.5841
"2685","思考欣璨1号",-0.3988,2.8913,2.2931,1.5952,6.8794,5.7827,4.2871,-1.1964,0,-2.1934,-4.1874,-5.0847
"1796","思源赛富1号",0.2084,0.7987,-3.6942,-7.0064,-10.6963,-7.0672,-7.6402,0.204,-0.6468,-5.6086,-5.613,-7.9397
"94","斯同1号",6.8326,14.7034,18.6441,17.1716,26.2182,37.553,40.964,36.6737,36.4831,45.4767,43.9195,49.1949
"430","四相3期",2.9973,3.0873,-7.5632,-9.6414,-14.4269,-13.6676,-7.2832,-6.4839,-3.0271,-14.217,-20.1117,-20.1118
"2646","穗富11号",-0.3664,7.7155,3.8901,1.2716,-9.1703,-7.4461,-7.403,-3.7392,-7.6832,-7.931,-8.8254,-14.5366
"5130","穗富1号",-19.7132,-10.9604,-17.4793,-18.8526,-25.528,-28.2659,-27.7618,-27.6053,-29.2045,-29.1002,-28.6048,-31.7338
"293","塔晶狮王",3.7391,3.1367,-2.015,-7.0835,-18.3631,-10.4487,1.8072,10.9472,0.0415,-11.3835,-13.5854,-9.5139
"200","塔晶狮王二号",4.6396,3.1717,-1.8349,-7.8637,-18.7156,-9.9345,-2.228,5.1638,-3.5125,-13.0537,-15.1245,-11.1664
"4319","太和先机策略精选3期",-3.3443,-1.7156,-2.7358,-12.9717,-13.1919,-11.5342,-13.2093,-13.5107,-9.5751,-8.5898,-8.1551,-12.3283
"4706","太极1号",-5.5039,1.5482,1.4408,-0.3918,-9.4344,-1.9147,-0.3665,-1.4408,2.9826,14.1359,8.7962,7.4692
"560","太极1号基金",2.4668,3.7951,11.3852,22.7704,29.222,36.8121,47.4383,51.9924,36.4326,47.6281,36.3378,32.6376
"2497","太云意一号",-0.2564,0.7283,0.8206,8.0111,6.2263,8.2367,7.5597,8.8727,6.4417,8.0316,2.5233,1.9284
"2613","泰九1期",-0.3351,-0.9237,-1.6662,-2.8253,-4.1293,-3.8395,-3.7309,4.5187,1.8473,2.4722,-2.0103,-1.9017
"2695","泰九2期",-0.4041,-0.984,-1.7572,-2.8202,-4.305,-4.0063,-3.8658,4.8673,2.1086,2.7851,-1.0455,-0.5535
"2693","泰瓴3期",-0.4036,-0.9827,-1.7461,-2.878,-4.1063,-4.0361,-4.4398,4.3608,-0.6405,0.5966,-3.6852,-4.2643
"1529","泰石1期",0.4675,-3.889,-7.2111,-11.9157,-16.1926,-12.0549,-7.8377,-7.0917,6.296,-3.9984,-12.6119,-15.178
"1841","泰盈基金",0.1864,3.9142,4.1939,2.4232,-1.1183,5.9647,9.0403,14.6321,17.3349,15.0983,12.6751,9.9724
"820","泰玥永福",1.6393,11.2232,11.7276,8.9533,8.0706,7.9445,7.6923,5.6747,5.9269,4.6658,4.2875,3.5309
"2175","涛峰量化精选1号",0,1.8443,4.5082,6.3525,1.0246,10.2459,9.9385,12.2175,18.1866,18.2951,17.3182,19.4887
"2346","涛峰银帆",-0.108,2.0518,6.4795,6.3715,5.1836,18.3585,16.4147,16.4147,16.6307,16.7387,15.0108,15.0108
"1423","淘利策略指数轮动1号",0.5774,1.7321,2.3095,1.6166,0.9238,4.0416,5.5427,7.0439,8.545,9.8152,9.1224,9.6998
"1186","淘利策略指数轮动2号",0.885,1.2642,1.8963,1.7699,2.6549,4.6776,5.5626,6.574,8.5967,9.9874,9.4817,10.493
"4100","淘利量化对冲15号",-2.6627,-3.6087,-3.5123,-4.1342,-4.0816,-4.3444,-4.4583,-4.7561,-2.7065,-3.9502,-2.7853,-2.4612
"4815","腾倍尔9号",-6.2292,3.09,1.3665,-1.9697,-10.341,-7.2387,5.7245,11.5721,24.7815,17.7274,17.2966,16.7303
"4839","天博成长1号",-6.3699,-2.3288,-5.7534,-10.274,-19.4521,-17.3973,-22.1918,-16.1644,-16.2329,-14.3836,-18.8356,-16.9178
"2328","天辰1号基金",-0.1032,0.3096,0.4128,2.1672,-1.6512,1.2384,0.4128,-0.3096,7.2239,5.16,-0.2064,0
"350","天成壹号",3.4358,18.9154,45.8074,35.7136,67.165,112.1645,165.0014,188.569,329.5942,303.5751,267.2393,231.5535
"51","天迪价值",8.8171,11.9876,12.9161,12.4406,9.1945,17.6115,26.5721,36.0459,29.3274,27.5761,26.7457,22.2465
"2084","天迪价值10号",0.02,0.0499,0.0799,0.0999,0.1299,0.2397,0.4995,0.8091,1.0788,1.4684,11.777,-0.6393
"721","天迪价值1号",1.9694,2.1732,2.9202,0.781,3.9049,4.652,10.4584,10.764,11.1036,15.6197,15.8574,14.9066
"2082","天迪价值7号",0.02,0.0499,0.0799,0.0999,0.1299,0.2397,0.4995,0.8091,1.0788,1.4684,-1.0189,-7.6316
"2348","天迪价值8号",-0.1099,1.6582,8.7604,5.8336,4.8946,10.2088,13.8148,27.7395,21.1268,26.5808,33.1635,20.4775
"2083","天迪价值9号",0.02,0.0499,0.0799,0.0999,0.1299,0.2198,0.4195,2.707,2.0977,4.7947,8.3308,-2.1376
"110","天迪价值平衡",6.2486,6.4212,6.6628,6.1105,5.1669,11.3579,16.8354,21.7031,17.9402,18.6076,18.9873,18.1703
"204","天迪价值平衡二号",4.5853,6.5395,8.2474,6.8934,7.0165,13.279,17.9874,22.5265,18.5259,17.1873,16.8334,14.8792
"333","天迪量化成长",3.5057,4.5574,5.5215,4.3821,8.9395,10.3418,18.6678,16.4768,16.3891,16.0386,21.1218,19.106
"347","天迪量化价值",3.4422,4.5013,7.0609,4.4131,8.4731,10.0618,18.3583,17.1227,19.6823,22.5949,24.9779,25.5958
"3534","天富3号(瀚信成长3期)",-1.5286,0.0202,-2.1158,-2.6119,-6.5499,-3.4622,-2.4094,3.6343,0.9719,-3.8874,-5.3047,-6.4892
"2737","天弓2号",-0.4443,3.3824,14.2683,18.4393,18.7115,24.6043,21.7106,27.6979,28.1644,49.2086,49.8195,59.0503
"310","天谷价值精选一号",3.6455,10.4436,13.1957,14.7361,36.414,67.0774,80.9715,110.2999,173.8858,165.383,149.9897,132.1421
"250","天谷深度价值一号",3.9965,9.9694,13.1142,15.0033,29.0893,45.0317,57.1304,79.1767,128.6307,120.19,108.7028,83.4789
"2190","天谷至诚1号",0,5.23,9.01,13.01,30.36,49.76,69.93,95.93,152.52,157.46,147.35,135.21
"2191","天谷至诚2号",0,5.36,8.97,10.1,27.77,45.84,66.58,90.81,139.42,146.65,140.28,128.61
"1501","天和10号",0.499,0,1.7964,0.6986,-3.5928,2.3952,-0.499,5.5888,9.7804,27.1457,33.0339,42.7146
"1148","天和4号证券基金",0.9424,0.4468,-1.1211,-3.729,-9.3996,-1.5355,-4.6226,1.633,6.6699,26.2491,34.7794,44.8534
"4035","天华1号",-2.4999,-4.4046,-9.8807,-17.2618,-14.1665,-16.6665,-16.6665,-22.0236,-7.9759,-1.3093,-8.4522,-12.738
"2864","天利进取1号",-0.5812,-0.1811,0.419,-5.182,-5.382,-5.282,-6.6823,-5.4821,-4.6819,-3.0816,-14.0836,-15.3839
"2455","天銮稳健收益1号",-0.213,0.1065,0,-11.0756,-12.7796,-16.1874,-15.8679,-16.4004,-17.2524,-17.9979,-18.2109,-18.1044
"659","天谋富龙1期",2.1238,6.1866,6.556,6.6483,0.2771,8.5874,7.4793,0.6464,1.2928,-0.18,-2.7135,-6.0578
"416","天谋富龙2期",3.0651,7.9502,8.5248,8.1416,2.3945,11.1109,10.9193,3.3522,3.1606,1.8774,-0.4966,-3.1804
"1835","天牧安心1号",0.1901,-1.0603,0.9803,1.0103,1.0003,-6.0618,-4.3813,35.3706,29.0387,3.431,7.8724,1.4604
"3234","天祺一号",-1.0753,-0.6325,-1.771,-0.759,-1.771,4.2378,5.8823,11.1321,4.9968,2.9728,0.1264,-0.3796
"679","天启谷羊",2.087,3.5234,3.2784,5.8386,3.8952,7.5032,8.7368,-1.8166,-3.3545,1.2083,1.8251,-5.9485
"246","天启螣蛇",4.0339,8.1409,1.1985,-11.5901,-20.4326,-15.6971,0.4824,-6.7085,-5.0423,-15.6971,-11.4293,-4.7208
"2866","天勤1号",-0.5858,1.8165,-0.5749,-1.8045,-1.5108,-1.0575,-2.0479,-0.3231,1.1708,7.0712,1.5276,4.3183
"3886","天勤2号",-2.2151,0.9392,7.753,3.2784,3.3493,2.8442,5.1214,6.7074,5.1923,9.339,2.8088,4.8644
"800","天下粮仓稳健增长",1.6954,5.6654,11.4722,11.9243,10.3984,14.2131,10.681,13.4925,13.5632,12.9839,15.6965,14.6369
"3726","天下溪基金",-1.8726,2.3896,5.1984,20.0531,5.0587,12.9681,45.3466,43.1107,21.6182,15.763,38.2756,28.3046
"580","天象6号",2.3637,2.081,1.5947,0.8369,0.4071,1.0405,0.4071,4.7953,7.5775,6.2882,5.3834,-4.3429
"1001","天象7号",1.2265,-2.2657,-2.6121,-3.6607,-3.8292,-3.979,-4.1382,-4.3442,-4.494,-4.6906,-4.8404,-23.0503
"806","天信万霁1期",1.6904,7.0285,9.3416,9.6085,11.2989,11.8327,11.8327,12.3665,13.4342,20.0178,17.8826,24.1103
"4954","天星3号",-7.5614,3.3551,4.7209,3.6916,0.0297,0.3068,-5.1267,1.1778,11.5301,17.597,14.2935,8.5967
"842","天衍壹期",1.598,5.9714,5.8032,6.0555,0.6728,7.0648,9.2515,12.0269,16.905,14.8865,15.8957,12.7839
"4686","天乙1期",-5.3056,-2.1864,-4.5962,-4.6351,-3.197,3.265,20.4548,16.5485,20.2507,16.7816,21.6013,22.9035
"1586","天乙2期",0.4145,1.5544,0.4441,0.9771,-0.8734,-2.4722,-0.5922,-2.8868,-0.2221,7.8312,10.5403,3.8934
"1914","天乙合1号",0.1332,-0.0666,0.0533,-0.0133,0.1998,0.333,2.904,2.2113,1.5319,4.8621,3.4501,1.8116
"4331","添华1号",-3.3826,-1.6665,-5.2966,-12.3422,-21.2111,-22.6714,-28.9085,-7.7056,-11.4099,-16.5168,-32.6128,-38.9737
"472","添益一号",2.8265,3.7037,7.5049,10.7212,11.0136,27.6803,28.9474,30.5068,44.6394,70.7602,86.0624,80.4094
"690","田禾一号",2.05,4.14,4.04,5.28,3.7,6.88,14.28,24.45,26.56,23.48,25.67,23.19
"603","挺浩一期",2.2867,2.7905,6.0074,-2.5321,-1.2338,0.4586,-12.3312,4.5088,6.2399,5.0191,0.8268,-1.0658
"1444","通达龙腾1号",0.5544,0.2218,-5.9866,-3.991,-5.4323,5.3217,16.7409,3.8806,-0.9974,-7.4276,-39.0243,-9.5341
"2322","通度1号",-0.1008,3.1091,2.5838,6.2818,12.0066,20.0233,13.3011,17.1902,18.4741,25.1751,26.077,24.618
"1559","通金1号",0.4288,0.8675,1.4059,2.9514,1.9643,5.4542,5.0155,5.524,5.6536,5.7932,5.9328,6.4313
"4160","通泽策略一号",-2.847,-2.7284,-4.0332,-6.9988,-10.2017,-8.1851,-5.8126,-4.1518,0.4745,-0.7117,-4.9822,-11.8624
"3870","仝仝成长",-2.1739,0.5435,1.5217,-2.9348,-2.3913,4.4565,5,13.0435,21.1957,29.0217,31.9565,25.6522
"1031","同犇3期",1.1468,4.7681,11.1458,17.0305,20.5714,26.6573,32.7532,33.7089,37.0788,51.2021,49.0293,62.0461
"824","同犇6期",1.6292,6.4668,14.1529,20.2199,24.5877,31.4643,39.2104,37.931,44.3778,60.5297,57.7611,73.2734
"838","同犇财通5期",1.6026,5.7091,12.7404,19.361,23.8482,31.7208,40.7652,40.3746,43.4395,57.6322,58.4034,71.1739
"1035","同犇尊享1号",1.1394,5.1598,13.3766,23.8814,28.365,36.9338,43.9648,44.1315,47.2904,64.1593,62.7605,78.9532
"3898","同城财富开泰1号",-2.2326,0.3987,-5.1694,-9.1827,-10.4186,-10.3654,-7.3488,8.9435,14.4718,0.9435,0.5581,-2.5515
"4599","同瑞汇金1期",-4.657,-0.7065,-1.7853,-3.0692,-8.9797,-9.0709,-10.4004,-4.7254,-8.8582,-12.4744,-13.4544,-13.6367
"3952","同威3期",-2.3254,0.477,1.5168,1.105,8.8699,17.0065,17.4485,20.8137,25.2737,46.4289,46.1477,49.8242
"4513","同威增值3期",-4.1549,-2.2138,-2.4971,-3.0742,-7.1451,5.991,6.8828,11.0272,15.6752,31.5916,32.8402,40.9716
"3929","彤源2号",-2.2888,2.0812,4.5473,9.7731,8.1477,20.9388,28.575,30.7424,34.2212,46.4908,44.9615,56.0209
"4832","彤源3号",-6.3306,-2.426,-1.6073,-2.4088,-8.6666,-0.9344,0.2143,1.8945,2.8503,9.721,5.2677,9.6738
